,title,label,processed_title
1890,제 차 재한 중국인 대학원생    인 포럼 한국인 대학원생 참가자 모집,0,차 중국인 대학원생 인 포럼 한국인 대학원생 참가자 모집
1891,서울시 청년인생설계학교  기 참여자 모집 안내,1,서울시 청년 인생 설계 학교 기 참여자 모집 안내
1892,     서울국제정원박람회 개최 안내,1,서울 국제 정원 박람회 개최 안내
1893,서울시 청년 해외봉사단원  기 모집,1,서울시 청년 해외 봉사 단원 기 모집
1894,ict명품인재양성사업단 사무직원 행정업무 및 연구비관리  채용  급여상향조정,1,ict명품인재양성사업단 사무직원 행정 업무 연구비 관리 채용 급여 상향 조정
1895,학술정보관 정보활용교육 dissertation week 신청 안내,1,학술 정보 정보 활용 교육 dissertation week 신청 안내
1896,뤼튼테크놀로지스 주관 ai 아이디어톤 교내 예선 시행 접수기한          토  ,1,주관 ai 아이디어 톤 교내 예선 시행 토
1897,     대학 광고동아리 광고제 개최 안내,1,대학 광고 동아리 광고 개최 안내
1898,종로 여행    길 탐방단 운영 안내,0,종로 여행 길 탐방 단 운영 안내
1899, 창업지원단   도전  k 스타트업       연구자리그 과학기술창업 경진대회  모집,1,창업지원단 도전 k 스타트업 연구자 리그 과학기술 창업 경진 대회 모집
1900,진로특강 신청 안내        시   예술과 공학을 연결하는 나의 도전 이야기,1,진로 특강 신청 안내 시 예술 공학 연결 도전 이야기
1901,정보통신대학 전자전기컴퓨터공학과 행정조교 모집       일 ,0,정보통신 대학 전자 전기 컴퓨터공학 행정 조교 모집 일
1902,    년 화성시인재육성재단  해외 유학생  교환학생 장학금  선발 안내,1,화성시 인재 육성재 해외 유학생 교환 학생 장학금 선발 안내
1903,    년  차 졸업앨범 촬영 안내,0,차 졸업앨범 촬영 안내
1904,유니레버  unilever future leaders  league  마케팅 공모전,1,유니레버 unilever future leader league 마케팅 공모전
1905,    학년도  학기 해외파견생 교환 해외수학  선발 설명회 안내,1,해외 파견 교환 해외 수학 선발 설명회 안내
1906,    년 의상학과 졸업패션쇼 안내,0,의상 학과 졸업 패션쇼 안내
1907, 인공지능혁신융합대학사업  k mooc 데이터분석 기초 사전신청 안내,0,인공지능 혁신 융합 대학 사업 k mooc 데이터 분석 기초 사전 신청 안내
1908,학술 출판 시 고려해야 할 윤리 기준  연구의 진정성을 확고히 하는 올바른 방법 세미나 개최,1,학술 출판 시 고려 윤리 기준 연구 방법 세미나 개최
1909, 경기도사회적경제원      년 r d기반 규모화 지원사업 참여기업 모집,0,경기도 사회 적경 제원 r d기반 규모 지원 사업 참여 기업 모집
1910,    년  재 아산시미래장학회  차산업 인재육성 장학생 선발 안내,0,아산시 미래 장학회 차 산업 인재 육성 장학생 선발 안내
1911, 교수학습혁신센터  ai를 활용한 대학원 term paper 작성 가이드 워크숍 개최 및 신청 안내,0,교수 학습 혁신 센터 ai를 활용 대학원 term paper 작성 가이드 워크숍 개최 신청 안내
1912, 학생인재개발팀 대학일자리플러스센터  합격자 선배와 함께하는 한국은행 입행설명회 안내       월  ,1,학생 인재 개발 팀 대학 일자리 플러스 센터 합격자 선배 한국은행 입행 설명회 안내
1913, amcham  주한미국대사관 american diplomacy house academy  기 모집 안내,1,amcham 주한 미국 대사관 american diplomacy house academy 기 모집 안내
1914, 모집  gc녹십자   연구노트 경진대회  참가자 모집 신청기한       까지 ,1,모집 gc녹십자 연구노트 경진 대회 참가자 모집 신청
1915, 스포츠단        수  오후  시 배구 홈 경기 안내,0,스포츠단 수 시 배구 홈 경기 안내
1916, 인문사회융합인재양성사업단  교육부와 한국연구재단이 함께하는 huss융합캠프 참가학생 모집,1,인문 사회 융합 인재 양성 사업단 교육부 한국연구재단 huss융합캠프 참가 학생 모집
1917,동아시아학술원 인문한국 hk  연구소 국제한국학센터 iuc  공동주최 동아시아포럼 전문가초청특강   년  월  월 ,1,동아시아 학술원 인문 한국 hk 연구소 국제 한국학 센터 iuc 공동 주최 동아시아 포럼 전문가 초청 특강
1918,     상반기 교직원 정규직  경력채용 의학실습지원  서류전형 합격자 발표 및  차면접 안내,0,교직원 정규직 경력 채용 의학 실습 지원 서류 전형 합격자 발표 차 면접 안내
1919,     상반기 교직원 정규직  신규채용 서류전형 합격자 발표 및 필기전형 안내,1,교직원 정규직 신규 채용 서류 전형 합격자 발표 필기 전형 안내
1920,해외 저명 대학 교수 공동 강의  psychology of adolescence  wave 수업 ,1,해외 저명 대학 교수 공동 강의 psychology adolescence wave 수업
1921, linc      seoul my soul  서울시와 함께하는      글로벌 페스티벌 퍼실리테이터 모집,1,linc seoul soul 서울시 글로벌 페스티벌 실리 테이 터 모집
1922, 연장 실험인터뷰 참가자 모집  주제   문화유산 미디어아트 만족도향상을 위한 서비스모델구축,0,실험 인터뷰 참가자 모집 주제 문화유산 미디어 아트 만족도 향상 서비스 모델 구축
1923,정보통신대학 bk    교육연구단 행정직원 모집,1,정보통신 대학 bk 교육 연구단 행정 직원 모집
1924, 청년과 함께하는 글로벌 정치 토크   한영 동시통역 제공 ,1,청년 글로벌 정치 토크 한영 동시통역 제공
1925, 채용 모집        명품 스터디클럽 공모전 선발결과 안내,1,채용 모집 명품 스터디 클럽 공모전 선발 결과 안내
1926,박보균 전 문체부 장관 초청 리더십 특강 안내                   ,1,박 보 균 문체부 장관 초청 리더십 특강 안내
1927,블룸버그     년 하반기 거시경제 및 산업 전망 세미나,1,블룸버그 거시 경제 산업 전망 세미나
1928,학생처 학생지원팀 자체계약직원 채용 공고,0,학생 처 학생 지원 팀 자체 계약직원 채용 공고
1929,    학년도 여름학기 표준현장실습학기제 참여학생 모집        ,1,여름 표준 현장실습 학기제 참여 학생 모집
1930, 융합원  제 회 융합원 학생회 세미나  icon nection  개최 안내      목                 금         ,1,융합 원 융합 원 학생회 세미나 icon nection 개최 안내 목 금
1931, 학생인재개발팀 대학일자리플러스센터      년  월 금융권 취업특강  금융 입문자를 위한 기초 코스 ,1,학생 인재 개발 팀 대학 일자리 플러스 센터 금융권 취업 특강 금융 입문자 기초 코스
1932, 글로벌 학습 플랫폼  해외저명대학 교수 초청 특강 시리즈 강연자  prof  steve mentz ,1,글로벌 학습 플랫폼 해외 저명 대학 교수 초청 특강 시리즈 강연 prof steve mentz
1933, 경영대학동문회에서 동문관리업무를 지원할 인력을 모집합니다 ,0,경영 대학 동문회 동문 관리 업무 지원 인력 모집
1934,    년 여름방학 hd현대 건설기계 사 채용연계형 현장실습생 모집,1,여름 방학 hd현대 건설기계 사 채용연계형 현장실습 모집
1935,아날로그rf회로및시스템연구센터 arrc  전문연구요원 모집 안내       ,0,아날로그 회로 시스템 연구 센터 arrc 전문연구요원 모집 안내
1936,      학기 북피크닉 삼성학술정보관 앞 잔디밭광장  월  일   일  개최,0,북 피크닉 삼성 학술 정보 앞 잔디밭 광장 일 일 개최
1937,    년 스탠포드대학 나이트 헤네시 장학생 설명회 안내 knight hennessy scholar ,0,스탠포드대학 나이트 시 장학생 설명회 안내 knight hennessy scholar
1938, sw중심대학사업단  가치확산 kpi담당 연구원 모집,1,sw중심대학사업단 가치 확산 kpi담당 연구원 모집
1939,    년 이공계 장애 대학생 현장 연구  차  수행자 모집 안내,1,이공 장애 대학생 현장 연구 차 수행자 모집 안내
1940,    년 이공계 장애 대학원생 현장 연구  차  수행자 모집 안내,0,이공 장애 대학원생 현장 연구 차 수행자 모집 안내
1941,     한 메콩 유스그룹 워크숍 모집 안내,1,메 콩 유스 그룹 워크숍 모집 안내
1942, 공학교육혁신센터     학년도 창의혁신 dna hero 연구팀 마지막 추가 모집 안내      수 까지 ,1,공학 교육 혁신 센터 창의 혁신 dna hero 연구 팀 마지막 추가 모집 안내 수
1943, 대학혁신과공유센터      s global challenger 서류심사합격팀 명단,1,대학 혁신 공유 센터 s global challenger 서류 심사 합격 팀 명단
1944, 대학혁신과공유센터       s global challenger 프로그램 서류합격발표 일정 조정 안내,1,대학 혁신 공유 센터 s global challenger 프로그램 서류 합격 발표 일정 조정 안내
1945, 핀테크융합전공  bk   교육연구단 연구교수 또는 박사후연구원  모집,0,핀테크 융합 전공 bk 교육 연구단 연구 교수 박사후연구원 모집
1946,    학년도 여름방학  현대케피코  채용연계형 현장실습생 모집,1,여름 방학 현대 피 코 채용연계형 현장실습 모집
1947, 운용재  변리사반     년  월   특허법   상표법   특강 안내,1,운용 재 변리사 반 특허법 상표 법 특강 안내
1948,    학년도  학기 중간강의평가 시행 안내        월          금  ,0,중간 강의 평가 시행 안내 금
1949,실험 인터뷰  참가자 모집  주제   문화유산 미디어아트 만족도향상을 위한 서비스모델구축,0,실험 인터뷰 참가자 모집 주제 문화유산 미디어 아트 만족도 향상 서비스 모델 구축
1950,문과대학 프랑스어문학과 행정조교 모집       ,0,문 대학 프랑스어 문학 행정 조교 모집
1951, 사회과학대학  제  회 수선포럼 개최 안내            목              ,1,사회과학 대학 수선 포럼 개최 안내 목
1952, 인공지능혁신융합대학사업단      년 제 회 co week academy 참여 신청 안내          금  ,1,인공지능 혁신 융합 대학 사업단 co week academy 참여 신청 안내 금
1953,  기 월드프렌즈코리아 청년봉사단 단원 모집 안내,1,기 월드 프렌즈 코리아 청년 봉사단 단원 모집 안내
1954, 사전 접수 마감        학기 저자 특강 jtbc 강지영 아나운서  양 캠퍼스 개최,1,사전 저자 특강 jtbc 강지영 아나운서 캠퍼스 개최
1955, 건강센터 자연        학기 금연상담교실 신청 안내,0,건강 센터 자연 금연 상담 교실 신청 안내
1956,서울동행 진로 인성 멘토링 참여자 모집 안내,1,서울 동행 진로 인성 멘토링 참여자 모집 안내
1957,제   회 소셜이노베이션 해외학자 초청 집중 특강 일시      년  월   일  화  오후  시  시 ,1,소 이노베이션 해외 학자 초청 집중 특강 일시 일 화 시 시
1958,서울청년봉사단  기 모집안내,1,서울 청년 봉사단 기 모집 안내
1959, 학생인재개발팀 대학일자리플러스센터       상반기 삼정kpmg 현직자 선배 특강   m a 업계 속 나의 직업은 ,1,학생 인재 개발 팀 대학 일자리 플러스 센터 삼정 현직자 선배 특강 m 업계 속 직업
1960, 실험참가자모집  object detection human evaluation,0,실험 참가자 모집 object detection human evaluation
1961, 카운슬링센터         중국 유학생 집단상담 참여자 모집                ,0,카운슬링 센터 중국 유학생 집단 상담 참여자 모집
1962, 창업지원단       학생 창업유망팀     경진대회  u     모집,1,창업지원단 학생 창업 유망 팀 경진 대회 u 모집
1963,  dsail  딥페이크 이미지 수집 보조 단기 아르바이트 모집,0,dsail 이미지 수집 보조 단기 아르바이트 모집
1964,근로자의 날 국가근로장학 운영 안내,0,근로자 날 국가 근로 장학 운영 안내
1965,making the most of the oed and its coverage of words from asian languages  oed를 통해 본 아시아에서 기원한 영단어의 인문학적 고찰 ,1,make most oed coverage word asian language oed를 아시아 기원 영 단어 인문학 고찰
1966, 반도체융합공학과  근로학생 모집 수원 ,0,반도체 융합 공학 근로 학생 모집 수원
1967,    학년도  학기 kotra 해외무역관 현장실습생 모집,1,kotra 해외 무역관 현장실습 모집
1968, 카운슬링센터          심리검사를 통한 자기이해 심리교육 참여자 모집  인사캠 ,0,카운슬링 센터 심리 검사 자기 이해 심리 교육 참여자 모집 인사
1969, 인공지능혁신융합대학사업단      년   월 아주그룹 cognet   강학동 대표 전문가 특강 안내,1,인공지능 혁신 융합 대학 사업단 아주그룹 cognet 강 학동 대표 전문가 특강 안내
1970, 인공지능혁신융합대학사업단  비교과 프로그램    비 전공자도 쉽게 배우는 안드로이드 앱 코딩하기 ,1,인공지능 혁신 융합 대학 사업단 비교과 프로그램 비 전공자 안드로이드 코딩 하기
1971, 학생인재개발팀 대학일자리플러스센터       상반기 면접특강 및 면접 컨설팅 프로그램,1,학생 인재 개발 팀 대학 일자리 플러스 센터 면접 특강 면접 컨설팅 프로그램
1972, 월  일 수   근로자의 날  행정부문 운영 사전 안내,0,일 수 근로자 날 행정 부문 운영 사전 안내
1973, 행사 세미나       삼성 전자 구미공장  견학 참가자 모집 일정 변경 안내드립니다 ,1,행사 세미나 삼성 전자 구미 공장 견학 참가자 모집 일정 변경 안내
1975,     삼성 전자 구미공장  견학 참가자 모집 일정 변경 안내드립니다 ,1,삼성 전자 구미 공장 견학 참가자 모집 일정 변경 안내
1976,    년 제 기 세아해암학술장학재단 커리어챌린지 장학금 신청 안내,0,기 아해 암 학술 장학 재단 커리어 챌린지 장학금 신청 안내
1977,제   회 naek forum 참가 및 yehs young engineers honor society  모집 안내,1,naek forum 참가 yehs young engineer honor society 모집 안내
1978, 신록의  월  축제를 시작합니다   농구       월  오후  시 홈 경기 안내,0,신록 축제 시작 농구 시 홈 경기 안내
1979,연구조교,0,연구 조교
1980, bk   대학원혁신지원사업 자체계약직 모집         화        일  ,0,bk 대학원 혁신 지원 사업 자체 계약직 모집 화 일
1981,학생성공센터행정실 촉탁직원 채용 공고 bk대학원혁신지원사업 ,0,학생 성공 센터 행정실 촉 탁 직원 채용 공고 bk대학원혁신지원사업
1982, 취소분 추가모집   일 화  비교과이수   시간 부여  로컬공감워크숍  창신 동네 한 바퀴  교육참가자 모집,1,취소 분 추가 모집 일 화 비교과 이수 시간 부여 로컬 공감 워크숍 창신 동네 바퀴 교육 참가자 모집
1983,    년 kist skku 뇌과학   뇌공학분야  학연교수 및 공동융합연구사업  공모,1,kist skku 뇌과학 뇌 공학 분야 학연 교수 공동 융합 연구 사업 공모
1984, 자과캠 n센터  통증 fmri 실험 참여자 모집,0,n센터 통증 fmri 실험 참여자 모집
1985,  년  월 각 군 현역병 모집 안내,0,군 현역병 모집 안내
1986, 모집 기간 수정 문과대학 러시아어문학과 행정조교 모집       ,0,모집 기간 수정 문 대학 러시아어 문학 행정 조교 모집
1987,청정에너지ict연구소 행정직원 채용 안내    채용시 까지  ,1,청정에너지 연구소 행정 직원 채용 안내 채용
1988,에스트라퓨처랩 서포터즈  기 모집 안내,1,서포터즈 기 모집 안내
1989,디지털교육혁신원 교육혁신팀 촉탁직원 채용 공고 교수설계 콘텐츠 ,0,디지털 교육 혁신원 교육 혁신 팀 촉 탁 직원 채용 공고 교수 설계 콘텐츠
1990,    년 학군사관 rotc  모집안내     학년 대상 ,1,학군사관 rotc 모집 안내 대상
1991,    학년도  학기 소청장학재단 장학생 선발 안내,0,소청 장학 재단 장학생 선발 안내
1992,    년 재단법인 플라톤 아카데미 인문지혜 장학생 판플러스 pan   모집 안내,0,재단법인 플라톤 아카데미 인문 지혜 장학생 판 플러스 pan 모집 안내
1993,여름방학 포스코 스틸브릿지 채용연계형 현장실습 참여학생 모집       일  ,1,여름 방학 포스코 채용연계형 현장실습 참여 학생 모집 일
1994,     년  학기  campus asia 일본파견 국비 교환장학생 추가모집,1,campus asia 일본 파견 국비 교환 장학생 추가 모집
1995,     년  학기  campus asia 중국파견 국비 교환장학생 추가모집,1,campus asia 중국 파견 국비 교환 장학생 추가 모집
1996, 창의품 fye      년  학기 인성함양 실천 프로그램  흥인       돈의       숭례       홍지     온라인 시행,0,창의 품 fye 인성 함양 실천 프로그램 흥 돈 홍 지 온라인 시행
1997,    년도 히어로즈 패밀리 프로그램 청년멘토 모집,1,히어로즈 패밀리 프로그램 청년 멘토 모집
1998, dsail  딥페이크 비디오 수집 보조 단기 아르바이트 모집,0,dsail 비디오 수집 보조 단기 아르바이트 모집
1999,    학년도 국가근로장학사업 하계방학 집중근로 프로그램 학생 신청 사전 안내,0,국가 근로 장학 사업 하계 방학 집중 근로 프로그램 학생 신청 사전 안내
2000, 인사캠      년  월 체력증진센터 경영관     주년기념관  회원모집 안내,0,인사 체력 증진 센터 경영 기념관 회원 모집 안내
2001,    학년도 여름 계절수업 강의배정 공개전형 강사 비전임교원 신규 재임용  공고,0,여름 계절 수업 강의 배정 공개 전형 강사 비전임 교원 신규 임용 공고
2002,미래정책연구원 박사급 연구원 공개채용 안내  마감 ,0,미래 정책 연구원 박사 급 연구원 공개 채용 안내
2003,    학년도 수림재단 신규 장학생 선발 안내 기한연장     까지 ,0,수림 재단 신규 장학생 선발 안내
2004, 한국장학재단      년 대통령과학장학금 신규장학생 선발 안내,0,한국장학재단 대통령 과학 장학금 신규 장학생 선발 안내
2005,근로자의 날      수  증명 발급 및 학사콜센터 전화 휴무 안내,0,근로자 날 수 증명 발급 학사 콜 센터 전화 휴무 안내
2006, 인공지능혁신융합대학사업단       skku ai co fe ai coss festivatl  개최 안내,1,인공지능 혁신 융합 대학 사업단 skku ai co fe ai cos festivatl 개최 안내
2007,    학년도  재 인천인재평생교육진흥원 상반기  차  장학생 모집 안내,0,인천 인재 평생 교육 진흥원 차 장학생 모집 안내
2008,    년  학기 응용혁신경험디자인 aiex 트랙 마이크로디그리  차 신청 안내,1,응용 혁신 경험 디자인 aiex 트랙 마이크로 디그 리 차 신청 안내
2009, 학생인재개발팀 대학일자리플러스센터       상반기 온라인 찾아가는 해외취업 설명회,1,학생 인재 개발 팀 대학 일자리 플러스 센터 온라인 해외 취업 설명회
2010,ksdc 한국사회과학데이터센터  온라인 이용교육,0,ksdc 한국 사회과학 데이터 센터 온라인 이용 교육
2011, 재공지  모바일 앱  킹고 m 사용자 의견 조사 학생용 ,0,공지 모바일 킹 m 사용자 의견 조사 학생
2012,    학년도 강원랜드 멘토링 장학생 모집 안내,1,강원랜드 멘토링 장학생 모집 안내
2013, 자     피트니스센터  월 등록 회원 모집,0,피트니스 센터 등록 회원 모집
2014, 한국장학재단 서정대학교      년 파란사다리 사업 모집 공고,0,한국장학재단 서정대학교 파란 사다리 사업 모집 공고
2015, huss  인문사회융합인재양성사업단 huss   인구구조 변화와 회복사회  융합트랙 신청  차  안내,1,hus 인문 사회 융합 인재 양성 사업단 hus 인구 구조 변화 회복 사회 융합 트랙 신청 차 안내
2016, 반도체소부장혁신융합대학사업단      학년도 여름 계절학기 반도체소부장혁신융합대학 사업 학점 교류 수강 신청  서울대학교  안내,0,반도체 소부 장 혁신 융합 대학 사업단 여름 계절 반도체 소부 장 혁신 융합 대학 사업 학점 교류 수강 신청 서울대학교 안내
2017,반도체융합공학과  반도체 소재부품장비패키징 융합트랙  모집 공고,1,반도체 융합 공학 반도체 소재 부품 장비 패 징 융합 트랙 모집 공고
2018,반도체융합공학과  반도체 소자회로설계및시스템 융합트랙  모집공고,1,반도체 융합 공학 반도체 소자 회로 설계 시스템 융합 트랙 모집 공고
2019,    년도 형남진장학재단 장학생 선발 안내 신입생 대상  기한연장      월 까지 ,0,형 남진 장학 재단 장학생 선발 안내 신입생 대상
2020, huss  인문사회융합인재양성사업단 huss  마이크로디그리 신청  차  안내,1,hus 인문 사회 융합 인재 양성 사업단 hus 마이크로 디그 리 신청 차 안내
2021, 의료인공지능융합인재양성사업          차  학부생 의료인공지능 마이크로디그리 모집 안내,1,의료 인공지능 융합 인재 양성 사업 차 학부생 의료 인공지능 마이크로 디그 리 모집 안내
2022,     제 회 국제인문포럼             ,1,국제 인문 포럼
2023,    년  학기 성남시 다자녀가구 셋째이상  대학생 등록금 지원 안내,0,성남시 자녀 가구 이상 대학생 등록금 지원 안내
2024, 인터넷보안연구실 행정직원 채용 공고      월   일 목요일까지 ,1,인터넷 보안 연구실 행정 직원 채용 공고 일 목요일
2025, 한국장학재단 안산대학교      년 파란사다리 사업 모집 공고,0,한국장학재단 안산대학교 파란 사다리 사업 모집 공고
2026, 바이오메디컬공학과 계산뇌영상 및 신경망모델링연구실에서 ai neuro에 관심있는 대학원생 및 포스닥을 모집합니다 ,0,바이오 메디컬 공학 계산 뇌 영상 신경망 모델링 연구실 ai neuro에 관심 대학원생 포스 학 모집
2027,    년 세아해암학술장학재단 제 기 커리어챌린지 장학생 모집 안내,0,아해 암 학술 장학 재단 기 커리어 챌린지 장학생 모집 안내
2028,창업을 위한 data driven 서비스디자인 교육 개최 안내 창의영역  시간  식사 제공 ,1,창업 data driven 서비스 디자인 교육 개최 안내 창의 영역 시간 식사 제공
2029,공과대학 기계기술연구소  연구교수 비전임교원  공개채용 안내,0,공과대학 기계 기술 연구소 연구 교수 비전임 교원 공개 채용 안내
2030,재단법인 플라톤 아카데미 인문지혜 장학생 판플러스 모집 안내,0,재단법인 플라톤 아카데미 인문 지혜 장학생 판 플러스 모집 안내
2031, 경제학과  비대면 온라인  경제학실험 참여자 모집,0,경제학 비대면 온라인 경제학 실험 참여자 모집
2032,로봇공학연구소 전문가 초청 세미나 안내,1,로봇공학 연구소 전문가 초청 세미나 안내
2033, 삼성융합의과학원 융합연구과제 참여 학부생 모집       수 ,1,삼성 융 합의 학원 융합 연구 과제 참여 학부생 모집 수
2034, 탄소중립건축 마이크로디그리       년  차 참여 학생 모집 안내          ,1,탄소 중립 건축 마이크로 디그 리 차 참여 학생 모집 안내
2035,  d융합산업협회  d프린팅 기업견학 직무설명회 참가자 모집 안내       월 까지 ,1,d융합산업협회 d프린팅 기업 견학 직무 설명회 참가자 모집 안내
2036,    년도 안산인재육성재단 안산시 대학생 본인부담 등록금 반값지원 신청안내,0,안산 인재 육성재 안산시 대학생 본인 부담 등록금 반값 지원 신청 안내
2037,    년 학년도  학기 학생예비군 기본훈련  차 안내 인사캠 ,0,학생 예비군 기본 훈련 차 안내 인사
2038, 금일 홈 경기 안내  농구        목  오후  시  vs 중앙대,0,금일 홈 경기 안내 농구 목 시 v 중앙대
2039,    학년도  학기 학사과정 마이크로디그리 이수 포기 신청  차  안내,1,학사 과정 마이크로 디그 리 이수 포기 신청 차 안내
2040, 자과캠      년도 예비군  차 기본 훈련 실시 안내,0,예비군 차 기본 훈련 실시 안내
2041,     경기도 양자산업 생태계 활성화 포럼,1,경기도 양자 산업 생태계 활성 포럼
2042, 양자정보연구지원센터        양자정보경진대회 해커톤  참가자 모집,1,양자 정보 연구 지원 센터 양자 정보 경진 대회 해커톤 참가자 모집
2043,  알 쓸 학 잡  제작 생방송 영상 송출 및 편집  용역업체 선정 공고,0,학 잡 제작 생방송 영상 송 출 편집 용역 업체 선정 공고
2044, 의료 인공지능 융합인재 양성 사업   보건의료정보학  도서 신청 안내 마감 ,0,의료 인공지능 융합 인재 양성 사업 보건 의료정보학 도서 신청 안내
2046,    학년도  학기 중간시험 관련 안내 학생용 ,0,중간시험 관련 안내 학생
2047, 채용 모집  gc녹십자 채용연계 인턴 모집 신청기간연장        목 까지 ,1,채용 모집 gc녹십자 채용 연계 인턴 모집 신청 기간 목
2048,    년  월말 퇴직교원 대학  정부포상 추천자 공개검증,0,월말 퇴직 교원 대학 정부 포상 추천자 공개 검증
2049,ibk기업은행     학년도 상반기 ibk 장학생 선발 안내,0,ibk기업은행 ibk 장학생 선발 안내
2050,동아시아학술원 인문한국 hk  연구소 동아시아포럼 전문가초청특강   년  월   회 ,1,동아시아 학술원 인문 한국 hk 연구소 동아시아 포럼 전문가 초청 특강
2051,    학년도  학기 유한재단 결손 다문화가정 대상 장학생 선발 안내,0,유한 재단 결손 다문화가정 대상 장학생 선발 안내
2052,    년 제 회 국민대학교 자율주행 경진대회 참가자 모집,1,국민대학교 자율 주행 경진 대회 참가자 모집
2053,초록우산 어린이재단     학년도 맥쿼리 청년리더 프로그램 모집 안내,1,초록 우산 어린이재단 맥 쿼리 청년 리더 프로그램 모집 안내
2054, 미래정책대학원 open lecture  저명인사 초청 특강 시리즈  생 모두 참여 가능 ,1,미래 정책 대학원 open lecture 저명인사 초청 특강 시리즈 생 참여
2056, 인문사회융합인재양성사업단      학년도  학기 인문사회융합인재양성사업 사업단 설명회 안내,0,인문 사회 융합 인재 양성 사업단 인문 사회 융합 인재 양성 사업 사업단 설명회 안내
2057,bk   대학원혁신지원사업 교무팀 근무  자체계약직 모집        화      월  ,0,bk 대학원 혁신 지원 사업 교무 팀 근무 자체 계약직 모집 화
2058,    년 온라인 법정소방교육 시행 안내,0,온라인 법정 소방 교육 시행 안내
2059,글로벌 it전문가와 킹고인의 만남 시즌  쉰여덟 번째 만남 참가 신청      목 ,1,글로벌 it전문가와 킹 고인 만남 시즌 번 만남 참가 신청 목
2060, 교직원 정규직  신규채용 공고,1,교직원 정규직 신규 채용 공고
2061,    년  학기 준제장학회 키움나무 및 귀감나무 장학금 장학생 모집 안내 연장      오전  시까지 ,0,장학회 나무 귀 감나무 장학금 장학생 모집 안내 시
2062,관대 국제협력융합바이오연구소 행정직원 채용 공고,1,관대 국제 협력 융합 바이오 연구소 행정 직원 채용 공고
2063,      summer school  뇌과학이미징연구단 썸머스쿨 참가자 모집      금  ,1,summer school 뇌과학 미 징 연구단 참가자 모집 금
2064, 채용 모집  소프트웨어학과  단계 bk   지속성장미래컴퓨팅교육연구단 행정직원 채용 공고        월 까지 ,1,채용 모집 소프트웨어 학과 단계 bk 지속성 장 미래 컴퓨팅 교육 연구단 행정 직원 채용 공고
2065,    학년도  학기 지파운데이션  대학생 학업장려금 지원 사업 안내 중단 ,0,지 파운데이션 대학생 학업 장려금 지원 사업 안내 중단
2066,northwestern 대학의 teri odom  교수님 초청강연 안내,1,northwestern 대학 teri odom 교수 초청 강연 안내
2067, 채용 인공원자양자소재연구소 연구교수 비전임 교원  채용공고,0,채용 인공 원자 양자 소재 연구소 연구 교수 비전임 교원 채용 공고
2068, 한국장학재단      학년도  학기 푸른등대 삼성기부장학금 신청 안내       수  ,0,한국장학재단 푸른 등대 삼성 기부 장학금 신청 안내 수
2069,ibs 이차원 양자 헤테로구조체 연구단 연구원 모집,1,ibs 차원 양자 헤테로 구조 체 연구단 연구원 모집
2070, 대학혁신과공유센터       s global challenger 프로그램 모집       목       까지 ,1,대학 혁신 공유 센터 s global challenger 프로그램 모집 목
2071,tips wings 연계 바이오 스타트업 투자 멘토링 프로그램 참가 안내,1,tip wing 연계 바이오 스타트업 투자 멘토링 프로그램 참가 안내
2073,디지털교육혁신원 교육혁신팀 교수설계 콘텐츠제작  촉탁직원 채용,0,디지털 교육 혁신원 교육 혁신 팀 교수 설계 콘텐츠 제작 촉 탁 직원 채용
2074, 채용 모집   인공지능반도체융합인력양성사업단  참여학생모집 안내,1,채용 모집 인공지능 반도체 융합 인력 양성 사업단 참여 학생모 집 안내
2075, 공지  장학생 추천서 총장 직인 날인 신청 안내,0,공지 장학생 추천서 총장 직인 날인 신청 안내
2076, 인문사회융합인재양성사업단  지역사회 지속 발전 가능 기여       esg 연합동아리 ,1,인문 사회 융합 인재 양성 사업단 지역 사회 지속 발전 기여 esg 연합 동아리
2077,정보통신대학 전자전기공학부 행정조교 모집       일 ,0,정보통신 대학 전자전 기공 학부 행정 조교 모집 일
2078, 교직원 정규직  경력채용 공고,0,교직원 정규직 경력 채용 공고
2079, 글로벌 학습 플랫폼  해외저명대학 교수 초청 특강 시리즈 강연자  prof  serenella iovino ,1,글로벌 학습 플랫폼 해외 저명 대학 교수 초청 특강 시리즈 강연 prof serenella iovino
2080,    년 sk희망메이커 school 멘토링 프로그램 대학생 멘토 모집,1,sk희망메이커 school 멘토링 프로그램 대학생 멘토 모집
2081,      국제 스페셜 뮤직 아트 페스티벌 의 메이트 및 자원봉사자 모집,1,국제 스페셜 뮤직 아트 페스티벌 메이트 자원봉사 모집
2082,                전자전기공학부 신축성 자가치유성 바이오집적전자소자 연구실에서 대학원생 모,0,전자전 기공 학부 신축 가치 유성 바이오 집적 전자 소자 연구실 대학원생
2083, 산학밀착형 차세대 반도체 융합인력 양성 사업단  반도체 전공트랙 사업 참여학생 모집 안내,1,산학 밀착 차세대 반도체 융합 인력 양성 사업단 반도체 전공 트랙 사업 참여 학생 모집 안내
2084,    학년도 하계방학 skku ba dive 프로그램 참가자 모집 공고,1,하계 방학 skku ba dive 프로그램 참가자 모집 공고
2085, 기숙사 마음건강프로그램  내마음  그것이 알고싶다 ,0,기숙사 마음 건강 프로그램 내 마음
2086,    년도 국회기후변화포럼 기후변화 장학생 모집 안내,0,국회 기후 변화 포럼 기후 변화 장학생 모집 안내
